order_id,order_date,order_time,custid,status
116,02-01-2015,19:18:49,101,Success
117,02-01-2015,19:23:02,108,Success
118,02-01-2015,19:26:59,105,Success
119,02-01-2015,19:32:29,106,Failed
120,02-01-2015,19:35:07,106,Cancelled
121,02-01-2015,19:38:48,106,Delivered
122,02-01-2015,19:50:19,101,Success
123,02-01-2015,20:12:09,106,Failed
124,02-01-2015,20:12:34,101,Success
125,02-01-2015,20:31:06,101,Delivered
126,02-01-2015,20:53:42,102,Success
127,02-01-2015,20:58:23,107,Cancelled
128,02-01-2015,21:05:06,110,Delivered
129,02-01-2015,21:13:02,106,Success
130,02-01-2015,21:14:55,110,Cancelled
131,02-01-2015,21:33:10,106,Failed
132,02-01-2015,21:42:45,110,Failed
133,02-01-2015,22:00:17,103,Cancelled
134,02-01-2015,22:13:24,109,Success
135,02-01-2015,22:29:34,110,Cancelled
136,02-01-2015,22:32:49,105,Cancelled
137,03-01-2015,11:34:10,104,Cancelled
138,03-01-2015,11:44:50,108,Success
139,03-01-2015,11:57:39,102,Success
140,03-01-2015,12:26:44,110,Success
141,03-01-2015,13:16:01,109,Delivered
142,03-01-2015,13:33:59,103,Failed
143,03-01-2015,13:41:36,109,Success
144,03-01-2015,13:44:28,106,Delivered
145,03-01-2015,13:53:48,110,Cancelled
146,03-01-2015,14:22:10,108,Failed
147,03-01-2015,14:32:51,109,Delivered
148,03-01-2015,14:40:42,107,Failed
149,03-01-2015,14:48:45,106,Delivered
150,03-01-2015,14:49:58,103,Cancelled
151,03-01-2015,15:09:34,105,Cancelled
152,03-01-2015,15:09:42,109,Success
153,03-01-2015,15:16:34,106,Success
154,03-01-2015,15:22:43,102,Failed
155,03-01-2015,15:28:59,104,Success
156,03-01-2015,15:42:19,108,Failed
157,03-01-2015,15:43:03,106,Success
158,03-01-2015,15:54:30,103,Failed
159,03-01-2015,15:59:22,107,Success
160,03-01-2015,16:35:33,107,Failed
161,03-01-2015,16:43:46,103,Cancelled
162,03-01-2015,16:51:22,103,Failed
163,03-01-2015,16:54:54,101,Failed
164,03-01-2015,16:56:33,105,Delivered
165,03-01-2015,16:57:37,101,Success
166,03-01-2015,16:58:51,102,Cancelled
167,03-01-2015,17:00:49,106,Success
168,03-01-2015,17:02:27,106,Success
169,03-01-2015,17:15:48,110,Cancelled
170,03-01-2015,17:21:31,109,Delivered
171,03-01-2015,17:23:03,107,Success
172,03-01-2015,17:29:24,103,Cancelled
173,03-01-2015,17:35:30,109,Delivered
174,03-01-2015,17:37:49,104,Success
175,03-01-2015,17:50:51,104,Cancelled
176,03-01-2015,17:51:57,109,Failed
177,03-01-2015,17:54:36,107,Cancelled
178,03-01-2015,18:15:03,105,Success
179,03-01-2015,18:20:14,104,Failed
180,03-01-2015,18:33:34,102,Cancelled
181,03-01-2015,18:49:32,101,Success
182,03-01-2015,18:50:10,104,Success
183,03-01-2015,18:54:55,107,Cancelled
184,03-01-2015,18:59:05,109,Cancelled
185,03-01-2015,19:08:33,103,Success
186,03-01-2015,19:36:00,102,Delivered
187,03-01-2015,19:37:12,104,Cancelled
188,03-01-2015,20:08:39,103,Failed
189,03-01-2015,20:12:14,102,Failed
190,03-01-2015,20:14:23,101,Success
191,03-01-2015,20:24:50,110,Failed
192,03-01-2015,20:30:08,108,Success
193,03-01-2015,20:55:47,104,Delivered
194,03-01-2015,21:21:24,103,Success
195,03-01-2015,21:25:20,107,Success
196,03-01-2015,21:40:14,104,Failed
197,03-01-2015,21:47:48,102,Failed
198,03-01-2015,21:55:42,102,Failed
199,03-01-2015,22:10:38,103,Success
200,03-01-2015,22:24:05,104,Cancelled
201,03-01-2015,22:29:59,104,Failed
202,03-01-2015,22:50:29,109,Success
203,04-01-2015,11:30:48,104,Cancelled
204,04-01-2015,11:36:25,106,Success
205,04-01-2015,11:43:54,110,Delivered
206,04-01-2015,11:45:10,110,Failed
207,04-01-2015,12:03:58,110,Success
208,04-01-2015,12:12:05,108,Failed
209,04-01-2015,12:29:17,110,Failed
210,04-01-2015,12:34:13,104,Cancelled
211,04-01-2015,12:54:20,110,Cancelled
212,04-01-2015,13:16:03,107,Success
213,04-01-2015,13:20:39,103,Delivered
214,04-01-2015,13:39:16,106,Failed
215,04-01-2015,13:44:49,102,Failed
216,04-01-2015,14:31:56,107,Cancelled
217,04-01-2015,14:35:03,106,Delivered
218,04-01-2015,14:35:11,109,Success
219,04-01-2015,14:42:01,108,Failed
220,04-01-2015,15:31:59,110,Cancelled
221,04-01-2015,15:33:18,108,Success
222,04-01-2015,15:46:38,104,Success
223,04-01-2015,16:08:20,102,Failed
224,04-01-2015,16:39:58,107,Cancelled
225,04-01-2015,16:41:48,110,Failed
226,04-01-2015,16:59:39,110,Success
227,04-01-2015,17:24:39,106,Success
228,04-01-2015,17:31:24,102,Failed
229,04-01-2015,17:37:57,109,Delivered
230,04-01-2015,17:58:38,102,Delivered
231,04-01-2015,18:04:18,106,Failed
232,04-01-2015,18:21:59,105,Delivered
233,04-01-2015,18:26:51,106,Delivered
234,04-01-2015,18:36:09,110,Failed
235,04-01-2015,18:51:30,102,Success
236,04-01-2015,19:21:04,109,Success
237,04-01-2015,19:27:48,102,Failed
238,04-01-2015,19:45:15,101,Success
239,04-01-2015,19:57:52,108,Success
240,04-01-2015,20:10:24,109,Failed
241,04-01-2015,20:11:25,109,Success
242,04-01-2015,20:15:29,101,Failed
243,04-01-2015,20:26:17,102,Success
244,04-01-2015,20:26:22,102,Failed
245,04-01-2015,20:28:41,108,Success
246,04-01-2015,20:30:48,104,Failed
247,04-01-2015,20:55:29,105,Success
248,04-01-2015,20:58:19,106,Delivered
249,04-01-2015,21:06:16,105,Delivered
250,04-01-2015,21:07:05,101,Delivered
251,04-01-2015,21:10:05,106,Cancelled
252,04-01-2015,22:13:15,101,Delivered
253,04-01-2015,22:16:18,103,Cancelled
254,04-01-2015,22:22:13,109,Delivered
255,05-01-2015,11:23:35,108,Delivered
256,05-01-2015,11:56:06,101,Success
257,05-01-2015,11:59:04,108,Delivered
258,05-01-2015,11:59:23,101,Success
259,05-01-2015,12:04:25,104,Success
260,05-01-2015,12:06:27,110,Success
261,05-01-2015,12:38:29,107,Delivered
262,05-01-2015,12:42:01,108,Cancelled
263,05-01-2015,12:57:22,110,Delivered
264,05-01-2015,13:03:59,109,Cancelled
265,05-01-2015,13:04:42,104,Cancelled
266,05-01-2015,13:09:29,102,Delivered
267,05-01-2015,13:37:50,109,Failed
268,05-01-2015,13:40:46,106,Cancelled
269,05-01-2015,13:49:34,104,Failed
270,05-01-2015,14:09:02,103,Failed
271,05-01-2015,14:22:19,106,Delivered
272,05-01-2015,14:24:05,105,Failed
273,05-01-2015,14:28:00,106,Success
274,05-01-2015,14:36:33,109,Cancelled
275,05-01-2015,14:38:14,106,Delivered
276,05-01-2015,15:18:18,104,Delivered
277,05-01-2015,15:41:50,110,Delivered
278,05-01-2015,15:49:21,104,Delivered
279,05-01-2015,16:07:03,106,Delivered
280,05-01-2015,16:20:23,106,Success
281,05-01-2015,16:33:48,103,Delivered
282,05-01-2015,16:49:38,110,Delivered
283,05-01-2015,16:51:43,106,Failed
284,05-01-2015,16:58:16,108,Delivered
285,05-01-2015,16:58:38,109,Success
286,05-01-2015,17:01:23,105,Failed
287,05-01-2015,17:30:09,108,Failed
288,05-01-2015,17:32:44,109,Cancelled
289,05-01-2015,17:36:23,110,Cancelled
290,05-01-2015,17:41:16,110,Failed
291,05-01-2015,17:44:39,101,Cancelled
292,05-01-2015,17:48:59,106,Delivered
293,05-01-2015,17:58:38,109,Cancelled
294,05-01-2015,18:16:35,108,Delivered
295,05-01-2015,18:20:12,102,Delivered
296,05-01-2015,18:46:54,106,Success
297,05-01-2015,19:02:18,104,Delivered
298,05-01-2015,19:10:36,102,Failed
299,05-01-2015,19:34:31,109,Cancelled
300,05-01-2015,19:42:54,102,Cancelled
301,05-01-2015,19:45:58,101,Cancelled
302,05-01-2015,19:57:37,107,Failed
303,05-01-2015,20:02:51,105,Delivered
304,05-01-2015,20:07:58,106,Cancelled
305,05-01-2015,20:35:40,109,Success
306,05-01-2015,20:37:40,108,Delivered
307,05-01-2015,21:45:38,102,Success
308,05-01-2015,21:59:46,105,Failed
309,06-01-2015,11:39:06,104,Success
310,06-01-2015,11:40:48,102,Success
311,06-01-2015,11:57:27,109,Cancelled
312,06-01-2015,12:05:21,106,Success
313,06-01-2015,12:09:09,104,Delivered
314,06-01-2015,12:11:58,109,Delivered
315,06-01-2015,12:17:40,103,Cancelled
316,06-01-2015,12:29:34,110,Cancelled
317,06-01-2015,12:31:00,109,Cancelled
318,06-01-2015,12:45:14,107,Delivered
319,06-01-2015,12:46:22,110,Success
320,06-01-2015,12:46:40,104,Delivered
321,06-01-2015,12:56:21,110,Delivered
322,06-01-2015,13:02:13,104,Delivered
323,06-01-2015,13:05:33,108,Cancelled
324,06-01-2015,13:06:44,105,Delivered
325,06-01-2015,13:07:32,106,Delivered
326,06-01-2015,13:10:13,109,Failed
327,06-01-2015,13:10:54,106,Failed
328,06-01-2015,13:16:35,108,Success
329,06-01-2015,13:22:44,106,Success
330,06-01-2015,13:27:11,105,Success
331,06-01-2015,13:43:30,102,Failed
332,06-01-2015,14:12:01,108,Cancelled
333,06-01-2015,14:16:36,104,Failed
334,06-01-2015,14:24:18,101,Cancelled
335,06-01-2015,14:24:47,103,Delivered
336,06-01-2015,14:51:41,106,Cancelled
337,06-01-2015,15:03:12,102,Delivered
338,06-01-2015,15:18:26,110,Failed
339,06-01-2015,15:25:13,109,Success
340,06-01-2015,15:35:32,105,Failed
341,06-01-2015,15:35:47,107,Delivered
342,06-01-2015,15:44:12,109,Failed
343,06-01-2015,15:45:37,104,Delivered
344,06-01-2015,16:01:11,105,Failed
345,06-01-2015,16:01:47,102,Cancelled
346,06-01-2015,16:30:00,102,Cancelled
347,06-01-2015,16:37:17,108,Delivered
348,06-01-2015,16:49:12,107,Failed
349,06-01-2015,17:25:58,101,Cancelled
350,06-01-2015,17:37:05,103,Delivered
351,06-01-2015,17:37:29,105,Success
352,06-01-2015,17:45:48,106,Delivered
353,06-01-2015,17:59:48,103,Success
354,06-01-2015,18:01:44,107,Success
355,06-01-2015,18:14:45,106,Success
356,06-01-2015,18:16:05,104,Cancelled
357,06-01-2015,18:27:58,103,Delivered
358,06-01-2015,18:30:12,108,Cancelled
359,06-01-2015,18:33:08,103,Success
360,06-01-2015,18:50:38,103,Delivered
361,06-01-2015,19:12:38,102,Delivered
362,06-01-2015,19:13:36,108,Failed
363,06-01-2015,19:20:31,103,Success
364,06-01-2015,19:27:24,107,Delivered
365,06-01-2015,19:37:26,102,Delivered
366,06-01-2015,20:04:20,106,Success
367,06-01-2015,20:05:12,110,Cancelled
368,06-01-2015,20:28:16,109,Success
369,06-01-2015,20:30:06,106,Delivered
370,06-01-2015,21:02:30,105,Success
371,06-01-2015,21:15:20,102,Delivered
372,06-01-2015,22:26:59,107,Success
373,07-01-2015,11:45:18,107,Delivered
374,07-01-2015,11:55:59,102,Success
375,07-01-2015,11:58:36,104,Success
376,07-01-2015,12:01:17,105,Cancelled
377,07-01-2015,12:03:18,108,Failed
378,07-01-2015,12:19:37,106,Failed
379,07-01-2015,12:25:37,101,Cancelled
380,07-01-2015,12:32:10,105,Failed
381,07-01-2015,12:33:06,103,Cancelled
382,07-01-2015,12:33:07,109,Delivered
383,07-01-2015,12:43:59,107,Cancelled
384,07-01-2015,12:51:46,107,Delivered
385,07-01-2015,12:54:19,108,Success
386,07-01-2015,12:58:16,105,Cancelled
387,07-01-2015,13:03:14,102,Delivered
388,07-01-2015,13:04:56,109,Delivered
389,07-01-2015,13:10:17,107,Cancelled
390,07-01-2015,13:15:32,103,Failed
391,07-01-2015,13:25:31,102,Success
392,07-01-2015,13:36:47,101,Cancelled
393,07-01-2015,13:48:31,108,Delivered
394,07-01-2015,14:02:18,102,Delivered
395,07-01-2015,14:11:08,106,Failed
396,07-01-2015,14:12:21,110,Cancelled
397,07-01-2015,14:31:10,109,Delivered
398,07-01-2015,14:56:26,105,Failed
399,07-01-2015,15:47:49,102,Failed
400,07-01-2015,16:03:07,109,Cancelled
401,07-01-2015,16:08:35,106,Success
402,07-01-2015,16:24:46,107,Failed
403,07-01-2015,16:26:10,103,Failed
404,07-01-2015,16:39:27,104,Failed
405,07-01-2015,16:44:16,109,Delivered
406,07-01-2015,16:50:49,109,Success
407,07-01-2015,16:56:42,108,Cancelled
408,07-01-2015,17:09:09,104,Failed
409,07-01-2015,17:15:04,106,Delivered
410,07-01-2015,17:33:49,105,Delivered
411,07-01-2015,17:58:09,109,Cancelled
412,07-01-2015,18:07:46,106,Delivered
413,07-01-2015,18:11:32,104,Cancelled
414,07-01-2015,18:13:22,108,Failed
415,07-01-2015,18:16:23,110,Success
416,07-01-2015,18:17:42,107,Cancelled
417,07-01-2015,18:24:40,110,Delivered
418,07-01-2015,18:40:11,110,Delivered
419,07-01-2015,19:02:31,102,Success
420,07-01-2015,19:04:40,101,Failed
421,07-01-2015,19:21:58,105,Delivered
422,07-01-2015,19:30:25,101,Failed
423,07-01-2015,19:45:07,105,Cancelled
424,07-01-2015,20:01:28,109,Delivered
425,07-01-2015,20:21:19,110,Delivered
426,07-01-2015,20:25:45,110,Delivered
427,07-01-2015,21:49:00,105,Success
428,07-01-2015,22:05:00,108,Delivered
429,07-01-2015,22:16:53,107,Failed
430,07-01-2015,22:46:13,106,Failed
431,08-01-2015,11:17:13,103,Success
432,08-01-2015,11:39:07,103,Failed
433,08-01-2015,11:49:50,109,Success
434,08-01-2015,11:54:14,106,Delivered
435,08-01-2015,12:06:09,102,Cancelled
436,08-01-2015,12:07:21,104,Failed
437,08-01-2015,12:07:54,109,Cancelled
438,08-01-2015,12:08:38,109,Cancelled
439,08-01-2015,12:13:08,102,Failed
440,08-01-2015,12:16:34,101,Cancelled
441,08-01-2015,12:16:58,108,Failed
442,08-01-2015,12:28:49,110,Success
443,08-01-2015,12:34:20,109,Success
444,08-01-2015,12:40:05,110,Failed
445,08-01-2015,12:57:39,110,Success
446,08-01-2015,12:58:01,103,Delivered
447,08-01-2015,13:02:00,110,Success
448,08-01-2015,13:03:34,107,Cancelled
449,08-01-2015,13:04:15,103,Delivered
450,08-01-2015,13:07:53,102,Success
451,08-01-2015,13:19:06,109,Success
452,08-01-2015,13:24:11,105,Failed
453,08-01-2015,13:27:14,107,Delivered
454,08-01-2015,13:31:40,103,Failed
455,08-01-2015,13:39:14,107,Failed
456,08-01-2015,13:47:53,102,Failed
457,08-01-2015,13:59:04,106,Success
458,08-01-2015,14:00:05,102,Success
459,08-01-2015,14:14:02,102,Success
460,08-01-2015,14:19:58,108,Delivered
461,08-01-2015,14:21:19,108,Success
462,08-01-2015,14:38:41,108,Cancelled
463,08-01-2015,14:40:28,101,Success
464,08-01-2015,14:49:01,101,Delivered
465,08-01-2015,14:55:23,109,Failed
466,08-01-2015,15:30:10,110,Delivered
467,08-01-2015,15:33:13,104,Cancelled
468,08-01-2015,15:36:12,109,Success
469,08-01-2015,15:37:18,104,Delivered
470,08-01-2015,15:49:13,110,Delivered
471,08-01-2015,16:20:26,110,Cancelled
472,08-01-2015,16:29:50,108,Delivered
473,08-01-2015,16:41:27,103,Delivered
474,08-01-2015,16:47:48,110,Cancelled
475,08-01-2015,17:15:17,102,Cancelled
476,08-01-2015,17:27:56,103,Cancelled
477,08-01-2015,17:30:04,105,Cancelled
478,08-01-2015,17:35:56,109,Delivered
479,08-01-2015,17:37:03,105,Cancelled
480,08-01-2015,17:41:31,101,Failed
481,08-01-2015,17:41:37,109,Cancelled
482,08-01-2015,17:52:42,105,Success
483,08-01-2015,17:54:05,106,Success
484,08-01-2015,18:02:54,107,Delivered
485,08-01-2015,18:07:31,102,Success
486,08-01-2015,18:15:08,106,Cancelled
487,08-01-2015,18:30:16,106,Delivered
488,08-01-2015,18:46:02,103,Success
489,08-01-2015,18:48:43,109,Delivered
490,08-01-2015,18:49:24,104,Cancelled
491,08-01-2015,19:01:12,107,Failed
492,08-01-2015,19:06:21,107,Success
493,08-01-2015,19:31:47,105,Cancelled
494,08-01-2015,19:38:40,101,Success
495,08-01-2015,19:42:52,101,Success
496,08-01-2015,19:46:18,110,Success
497,08-01-2015,19:49:26,106,Cancelled
498,08-01-2015,20:02:25,107,Cancelled
499,08-01-2015,21:10:46,104,Failed
500,08-01-2015,21:46:49,109,Cancelled
501,08-01-2015,21:51:31,102,Delivered
502,08-01-2015,22:26:08,107,Success
503,09-01-2015,11:16:21,104,Failed
504,09-01-2015,11:48:18,104,Delivered
505,09-01-2015,11:55:10,105,Success
506,09-01-2015,12:02:09,101,Delivered
507,09-01-2015,12:06:03,109,Cancelled
508,09-01-2015,12:13:32,104,Failed
509,09-01-2015,12:13:58,103,Failed
510,09-01-2015,12:15:03,106,Failed
511,09-01-2015,12:18:21,104,Success
512,09-01-2015,12:19:24,102,Delivered
513,09-01-2015,12:22:48,109,Cancelled
514,09-01-2015,12:26:47,101,Failed
515,09-01-2015,13:07:37,106,Failed
516,09-01-2015,13:09:09,110,Cancelled
517,09-01-2015,13:09:11,105,Failed
518,09-01-2015,13:11:25,101,Delivered
519,09-01-2015,13:15:20,105,Delivered
520,09-01-2015,13:22:33,108,Cancelled
521,09-01-2015,13:43:07,101,Failed
522,09-01-2015,14:09:33,104,Delivered
523,09-01-2015,14:42:14,104,Cancelled
524,09-01-2015,14:51:35,110,Cancelled
525,09-01-2015,15:08:46,105,Delivered
526,09-01-2015,15:10:13,101,Failed
527,09-01-2015,15:23:37,102,Cancelled
528,09-01-2015,15:27:21,101,Delivered
529,09-01-2015,15:31:01,103,Success
530,09-01-2015,15:43:01,110,Cancelled
531,09-01-2015,15:58:10,105,Failed
532,09-01-2015,16:14:28,103,Delivered
533,09-01-2015,16:28:43,107,Failed
534,09-01-2015,16:43:32,105,Cancelled
535,09-01-2015,17:08:47,109,Success
536,09-01-2015,17:18:50,109,Cancelled
537,09-01-2015,17:23:52,105,Delivered
538,09-01-2015,17:44:04,108,Delivered
539,09-01-2015,17:51:34,103,Failed
540,09-01-2015,17:52:41,101,Delivered
541,09-01-2015,18:07:47,107,Delivered
542,09-01-2015,18:08:06,104,Failed
543,09-01-2015,18:23:59,109,Success
544,09-01-2015,18:31:04,106,Delivered
545,09-01-2015,18:46:28,105,Cancelled
546,09-01-2015,18:47:27,102,Cancelled
547,09-01-2015,18:49:23,107,Cancelled
548,09-01-2015,19:06:09,102,Cancelled
549,09-01-2015,19:06:34,108,Cancelled
550,09-01-2015,19:12:59,105,Failed
551,09-01-2015,19:26:24,103,Delivered
552,09-01-2015,19:31:25,101,Success
553,09-01-2015,20:14:47,104,Cancelled
554,09-01-2015,20:15:51,101,Failed
555,09-01-2015,20:18:25,110,Failed
556,09-01-2015,20:23:12,107,Success
557,09-01-2015,20:30:06,107,Success
558,09-01-2015,20:51:10,106,Cancelled
559,09-01-2015,21:10:16,107,Success
560,09-01-2015,21:13:48,110,Success
561,09-01-2015,21:47:56,105,Cancelled
562,09-01-2015,22:04:05,106,Success
563,09-01-2015,22:19:03,101,Delivered
564,09-01-2015,22:32:32,110,Cancelled
565,10-01-2015,12:11:19,109,Delivered
566,10-01-2015,12:21:19,104,Cancelled
567,10-01-2015,12:27:47,105,Delivered
568,10-01-2015,12:28:53,106,Delivered
569,10-01-2015,12:37:10,104,Success
570,10-01-2015,13:13:59,109,Cancelled
571,10-01-2015,13:14:47,101,Failed
572,10-01-2015,13:15:32,101,Delivered
573,10-01-2015,13:39:33,110,Delivered
574,10-01-2015,13:40:54,104,Success
575,10-01-2015,13:41:04,101,Delivered
576,10-01-2015,13:44:22,106,Delivered
577,10-01-2015,13:45:00,101,Delivered
578,10-01-2015,13:48:49,102,Success
579,10-01-2015,13:51:19,105,Success
580,10-01-2015,13:56:01,108,Delivered
581,10-01-2015,14:13:01,105,Cancelled
582,10-01-2015,14:24:14,105,Cancelled
583,10-01-2015,14:33:19,103,Delivered
584,10-01-2015,15:05:29,110,Cancelled
585,10-01-2015,15:58:42,109,Failed
586,10-01-2015,16:09:57,102,Success
587,10-01-2015,16:32:36,108,Failed
588,10-01-2015,16:33:36,108,Failed
589,10-01-2015,17:12:39,101,Failed
590,10-01-2015,17:23:39,109,Cancelled
591,10-01-2015,17:32:54,106,Cancelled
592,10-01-2015,17:41:55,110,Cancelled
593,10-01-2015,17:48:57,103,Failed
594,10-01-2015,17:50:19,106,Failed
595,10-01-2015,18:12:28,110,Cancelled
596,10-01-2015,18:24:07,107,Success
597,10-01-2015,18:32:36,103,Delivered
598,10-01-2015,18:34:14,104,Success
599,10-01-2015,18:34:27,109,Cancelled
600,10-01-2015,18:53:52,107,Success
601,10-01-2015,18:58:19,102,Success
602,10-01-2015,19:02:27,110,Cancelled
603,10-01-2015,19:03:11,109,Success
604,10-01-2015,19:13:29,101,Cancelled
605,10-01-2015,19:23:51,101,Cancelled
606,10-01-2015,19:27:18,107,Delivered
607,10-01-2015,19:36:16,109,Failed
608,10-01-2015,19:36:33,104,Cancelled
609,10-01-2015,19:39:32,108,Cancelled
610,10-01-2015,19:51:02,101,Cancelled
611,10-01-2015,19:58:10,101,Success
612,10-01-2015,19:58:15,109,Success
613,10-01-2015,20:10:44,101,Delivered
614,10-01-2015,20:12:33,110,Failed
615,10-01-2015,20:14:03,108,Delivered
616,10-01-2015,20:20:10,109,Cancelled
617,10-01-2015,20:27:26,108,Cancelled
618,10-01-2015,20:31:14,101,Failed
619,10-01-2015,20:41:58,101,Delivered
620,10-01-2015,20:45:45,103,Cancelled
621,10-01-2015,20:49:29,103,Failed
622,10-01-2015,20:57:41,106,Failed
623,10-01-2015,21:21:21,106,Failed
624,10-01-2015,21:22:44,105,Failed
625,10-01-2015,21:50:23,106,Delivered
626,10-01-2015,21:55:12,106,Failed
627,10-01-2015,22:18:35,109,Cancelled
628,10-01-2015,22:47:17,109,Delivered
629,10-01-2015,22:48:39,105,Failed
630,11-01-2015,11:42:08,105,Success
631,11-01-2015,11:44:36,103,Failed
632,11-01-2015,11:44:52,108,Success
633,11-01-2015,11:51:45,102,Cancelled
634,11-01-2015,12:14:15,102,Cancelled
635,11-01-2015,12:18:31,102,Cancelled
636,11-01-2015,12:34:44,101,Cancelled
637,11-01-2015,12:44:10,110,Success
638,11-01-2015,12:49:26,103,Cancelled
639,11-01-2015,13:23:21,107,Delivered
640,11-01-2015,13:28:08,104,Failed
641,11-01-2015,13:37:46,110,Cancelled
642,11-01-2015,13:40:00,101,Success
643,11-01-2015,13:43:19,109,Delivered
644,11-01-2015,13:52:52,105,Delivered
645,11-01-2015,14:03:45,104,Delivered
646,11-01-2015,14:07:26,110,Failed
647,11-01-2015,14:07:35,110,Cancelled
648,11-01-2015,14:17:17,107,Delivered
